	Instrument,	My DMM6500
	.Model,	DMM6500
	.SerialNumber,	00000000
	Acquisition,	
	.Measure Delay,	0 s
	.Measure Count Infinite,	Enabled
	.Start at HH:MM Enabled,	Disabled
	Function ,	DC Voltage
	.Range,	10 V
	.NPLC,	1
	.Input Impedance,	10 MΩ
	.Units,	V
	.Auto Delay,	Enabled
	Rel Enabled,	Disabled
	Filter,	Disabled
	Math,	Disabled
	Trigger Mode,	Immediate
	Limit 1,	Disabled
	Limit 2,	Disabled

Index,DMM-1 Time (s),DMM-1 Voltage (V)
"101","2.445343","2.83052696365623E-06"
"102","2.465387485","1.4405450956453E-06"
"103","2.485430757","-1.33941864037657E-06"
"104","2.50547403","2.07235503565027E-06"
"105","2.525517394","6.82373167639332E-07"
"106","2.567612","1.9396748219711E-06"
"107","2.587655818","1.18150291580215E-06"
"108","2.607698969","1.56058886888663E-06"
"109","2.627742121","1.18150291580215E-06"
"110","2.647785303","1.30786490016364E-06"
"111","2.689881","1.9396748219711E-06"
"112","2.709923485","2.57148474377855E-06"
"113","2.729966636","5.09872443100837E-06"
"114","2.750009818","-3.34840896535736E-07"
"115","2.770052969","-4.61202880897227E-07"
"116","2.812146","9.28778947079172E-07"
"117","2.83219006","2.96969025271718E-07"
"118","2.852233212","1.30786490016364E-06"
"119","2.872276363","-2.08478912174245E-07"
"120","2.892319515","2.96969025271718E-07"
"121","2.934416","2.06603680633259E-06"
"122","2.954459818","3.20329466558601E-06"
"123","2.974502969","-7.13926849620208E-07"
"124","2.994546151","3.20329466558601E-06"
"125","3.014589303","2.95057069686302E-06"
"126","3.056682","2.69784672814004E-06"
"127","3.076725757","3.58238061867048E-06"
"128","3.096768909","2.57148474377855E-06"
"129","3.11681206","2.95057069686302E-06"
"130","3.136855212","6.7605497835619E-07"
"131","3.178949","2.69784672814004E-06"
"132","3.198992666","-8.21169278127546E-08"
"133","3.219035818","2.44512275941706E-06"
"134","3.239078969","2.06603680633259E-06"
"135","3.259122121","1.9396748219711E-06"
"136","3.301213","1.9396748219711E-06"
"137","3.321257545","3.45601863430899E-06"
"138","3.341300697","1.9396748219711E-06"
"139","3.361343848","3.3296566499475E-06"
"140","3.381387","1.9396748219711E-06"
"141","3.423483","4.46691450920091E-06"
"142","3.443527","2.69784672814004E-06"
"143","3.463570151","4.5932764935624E-06"
"144","3.483613424","1.30786490016364E-06"
"145","3.503656697","-8.40288833981699E-07"
"146","3.545754","2.02812800548447E-06"
"147","3.565797939","3.16538581253377E-06"
"148","3.585841091","1.77540404836241E-06"
"149","3.605884242","1.77540404836241E-06"
"150","3.625927394","5.18717746951029E-06"
"151","3.668023","4.55536757670513E-06"
"152","3.688067515","1.90176602692344E-06"
"153","3.708110666","5.06081549094926E-06"
"154","3.728153788","2.65993789828963E-06"
"155","3.748196939","3.03902383397273E-06"
"156","3.790291","4.42900559814409E-06"
"157","3.81033506","5.11784262752077E-07"
"158","3.830378212","1.32698327068979E-07"
"159","3.850421394","4.55536757670513E-06"
"160","3.870464545","4.42900559814409E-06"
"161","3.91256","7.64508219874143E-07"
"162","3.932604091","2.40721394116757E-06"
"163","3.952647242","7.64508219874143E-07"
"164","3.972690576","3.41810976965583E-06"
"165","3.992733727","2.78629987685067E-06"
"166","4.034827","1.26995613411827E-06"
"167","4.054871151","1.01723217699621E-06"
"168","4.074914303","3.03902383397273E-06"
"169","4.094957454","1.52268009124034E-06"
"170","4.115000606","2.5335759197286E-06"
"171","4.157094","8.90870198435176E-07"
"172","4.17713806","7.20896912648681E-06"
"173","4.197183242","6.3814624131311E-07"
"174","4.217226394","1.52268009124034E-06"
"175","4.237269545","1.64904206980137E-06"
"176","4.27936","3.79719570533893E-06"
"177","4.299404182","2.1544899840455E-06"
"178","4.319448242","2.78629987685067E-06"
"179","4.339491394","1.52268009124034E-06"
"180","4.359534636","3.2917477910948E-06"
"181","4.401628","1.52268009124034E-06"
"182","4.421671848","3.03902383397273E-06"
"183","4.441715","2.5335759197286E-06"
"184","4.461758151","2.40721394116757E-06"
"185","4.481801424","2.1544899840455E-06"
"186","4.523896","4.2964880960896E-07"
"187","4.543938969","3.96778400550573E-06"
"188","4.563983485","3.20961217781357E-06"
"189","4.584026636","3.20961217781357E-06"
"190","4.604069788","2.19871640755734E-06"
"191","4.646165","4.85231780447992E-06"
"192","4.666209151","1.94599246499329E-06"
"193","4.686252303","8.08734723455042E-07"
"194","4.706295454","2.95688823524951E-06"
"195","4.726338606","2.32507837883937E-06"
"196","4.768433","2.95688823524951E-06"
"197","4.788477151","-4.54884989365233E-07"
"198","4.808520303","4.47323189063384E-06"
"199","4.828563454","3.46233612037762E-06"
"200","4.848606606","2.70416429268546E-06"
"201","4.890703","1.56690655114721E-06"
"202","4.910746606","2.83052626396748E-06"
"203","4.930789818","4.97867977576195E-06"
"204","4.950832969","4.47323189063384E-06"
"205","4.970876121","4.85231780447992E-06"
"206","5.012968","3.8414220342237E-06"
"207","5.033011818","5.61048963217209E-06"
"208","5.053055","-3.28523018083205E-07"
"209","5.073098151","3.33597414909559E-06"
"210","5.093141303","4.47323189063384E-06"
"211","5.135234","3.96778400550573E-06"
"212","5.155277727","7.63228117268453E-06"
"213","5.175322909","2.57780232140343E-06"
"214","5.19536606","4.59959386191587E-06"
"215","5.215409212","2.32507837883937E-06"
"216","5.2575","3.71506006294167E-06"
"217","5.277543727","6.49502343114628E-06"
"218","5.297586879","3.33597414909559E-06"
"219","5.317630879","4.7259558331979E-06"
"220","5.33767403","2.70416429268546E-06"
"221","5.379769","3.96778400550573E-06"
"222","5.399813394","6.62138540242831E-06"
"223","5.419856545","2.57780232140343E-06"
"224","5.439899697","1.56690655114721E-06"
"225","5.459942848","3.58869809165965E-06"
"226","5.502038","2.84316228569253E-06"
"227","5.522082424","2.59043835154482E-06"
"228","5.542125697","2.59043835154482E-06"
"229","5.562169879","1.95862851617556E-06"
"230","5.58221303","1.07409474665859E-06"
"231","5.624309","2.84316228569253E-06"
"232","5.644353242","3.22224818691409E-06"
"233","5.664396394","2.96952425276638E-06"
"234","5.684439545","4.86495375887417E-06"
"235","5.704482697","3.22224818691409E-06"
"236","5.746576","2.71680031861867E-06"
"237","5.766620091","-1.89524924079944E-07"
"238","5.786663242","3.09588621984023E-06"
"239","5.806706394","1.45318064788015E-06"
"240","5.826749545","3.7276960552095E-06"
"241","5.868846","-4.4224885822765E-07"
"242","5.888888273","1.579542614954E-06"
"243","5.908931424","4.48586785765262E-06"
"244","5.928974576","6.38129736376041E-06"
"245","5.949019757","4.86495375887417E-06"
"246","5.991113","-5.68610825301503E-07"
"247","6.011154909","4.73859179180032E-06"
"248","6.03119806","2.59043835154482E-06"
"249","6.051241212","3.60133408813565E-06"
"250","6.071284363","5.37040162716959E-06"
"251","6.113378","2.46407638447097E-06"
"252","6.133421909","3.34861015398794E-06"
"253","6.15346506","5.49676359424344E-06"
"254","6.173508212","1.07409474665859E-06"
"255","6.193551363","4.23314392350491E-06"
"256","6.235642","4.23314392350491E-06"
"257","6.255685909","2.96952425276638E-06"
"258","6.27572906","4.10678195643106E-06"
"259","6.295772212","4.23314392350491E-06"
"260","6.315816242","3.22224818691409E-06"
"261","6.35791","4.86495375887417E-06"
"262","6.377954212","2.33771441739712E-06"
"263","6.397997363","5.24403966009573E-06"
"264","6.418040485","3.34861015398794E-06"
"265","6.438083636","4.99131572594803E-06"
"266","6.480179","2.02197048602108E-07"
"267","6.500221818","1.97126450483738E-06"
"268","6.520265091","2.72943627179535E-06"
"269","6.540308363","3.10852215527434E-06"
"270","6.560352212","3.234884116434E-06"
"271","6.602442","2.85579823295501E-06"
"272","6.622486515","4.87758961150961E-06"
"273","6.642529697","5.13031353382893E-06"
"274","6.662572848","-5.05268737172159E-08"
"275","6.682616","3.86669392223231E-06"
"276","6.724709","1.46581666019873E-06"
"277","6.744753363","5.13031353382893E-06"
"278","6.764796515","3.48760803875333E-06"
"279","6.784839666","2.09762646599704E-06"
"280","6.804882818","5.38303745614826E-06"
"281","6.846979","3.234884116434E-06"
"282","6.86702303","2.85579823295501E-06"
"283","6.887066182","2.47671234947603E-06"
"284","6.907109333","3.99305588339197E-06"
"285","6.927152485","1.84490254367772E-06"
"286","6.969246","5.13031353382893E-06"
"287","6.989290394","3.99305588339197E-06"
"288","7.009333545","3.99305588339197E-06"
"289","7.029376697","3.10852215527434E-06"
"290","7.049419848","4.87758961150961E-06"
"291","7.091513","3.234884116434E-06"
"292","7.111557","2.47671234947603E-06"
"293","7.131600151","1.97126450483738E-06"
"294","7.151643394","1.46581666019873E-06"
"295","7.171686545","3.36124607759366E-06"
"296","7.213777","1.97126450483738E-06"
"297","7.233821363","2.47671234947603E-06"
"298","7.253864515","3.234884116434E-06"
"299","7.273907697","-3.0325079603654E-07"
"300","7.293950848","2.47671234947603E-06"
"301","7.336048","2.47671234947603E-06"
"302","7.356091818","4.75122765034995E-06"
"303","7.376134969","7.02574295122387E-06"
"304","7.396180151","2.98216019411468E-06"
"305","7.416223303","4.87758961150961E-06"
"306","7.458318","1.68063191260109E-06"
"307","7.478361","1.80699387125859E-06"
"308","7.498404273","1.30154603662857E-06"
"309","7.518447545","1.42790799528608E-06"
"310","7.538490818","2.31244170588861E-06"
"311","7.580582","4.7133189203812E-06"
"312","7.600626212","2.94425149917613E-06"
"313","7.620669363","1.9333558299161E-06"
"314","7.640712515","2.0597177885736E-06"
"315","7.660755666","4.33423304440869E-06"
"316","7.702849","5.34512871366872E-06"
"317","7.72289303","3.57606129246366E-06"
"318","7.742936182","2.43880366454612E-06"
"319","7.762979333","3.07061345783364E-06"
"320","7.783022485","3.19697541649114E-06"
"321","7.825118","1.42790799528608E-06"
"322","7.845160424","2.69152758186113E-06"
"323","7.865203576","1.55426995394358E-06"
"324","7.885246727","3.57606129246366E-06"
"325","7.905289879","2.94425149917613E-06"
"326","7.947382","1.17518407797107E-06"
"327","7.967425909","2.18607974723111E-06"
"328","7.98746906","6.22966242427126E-06"
"329","8.007512212","3.19697541649114E-06"
"330","8.027555363","2.0597177885736E-06"
"331","8.069648","5.43374284683545E-07"
"332","8.089691788","2.31244170588861E-06"
"333","8.109734939","5.21876675501122E-06"
"334","8.129778091","3.57606129246366E-06"
"335","8.149821242","1.30154603662857E-06"
"336","8.191911","7.96098201998554E-07"
"337","8.211955333","4.96604283769621E-06"
"338","8.231998485","2.0597177885736E-06"
"339","8.252041636","-3.41159425918989E-07"
"340","8.272084788","1.68063191260109E-06"
"341","8.314176","3.44969933380615E-06"
"342","8.334220151","2.56516562320362E-06"
"343","8.354263303","2.0597177885736E-06"
"344","8.374306454","1.30154603662857E-06"
"345","8.394349606","4.8396808790387E-06"
"346","8.436444","3.41195108758015E-07"
"347","8.456487606","4.51113968065066E-06"
"348","8.476530879","4.63750163737468E-06"
"349","8.496574151","-4.16976631586102E-07"
"350","8.516617424","8.84711953099756E-08"
"351","8.558714","9.73004892378112E-07"
"352","8.578757666","3.24752011341046E-06"
"353","8.598800848","1.73117663272223E-06"
"354","8.618844","4.63750163737468E-06"
"355","8.638887151","1.22572880582615E-06"
"356","8.680981","2.48934837306635E-06"
"357","8.701025","2.8684342432384E-06"
"358","8.721068151","4.51113968065066E-06"
"359","8.741111303","2.23662445961831E-06"
"360","8.761154454","-5.43338588310122E-07"
"361","8.803251","3.12115815668644E-06"
"362","8.823295485","2.23662445961831E-06"
"363","8.843338636","3.37388207013448E-06"
"364","8.863381788","3.24752011341046E-06"
"365","8.883424939","1.73117663272223E-06"
"366","8.925518","1.85753858944625E-06"
"367","8.945561697","2.23662445961831E-06"
"368","8.965604848","2.36298641634233E-06"
"369","8.985648","1.73117663272223E-06"
"370","9.005691151","8.46642935654092E-07"
"371","9.047784","3.12115815668644E-06"
"372","9.067827636","3.12115815668644E-06"
"373","9.087870788","2.23662445961831E-06"
"374","9.107913939","-2.90614674862083E-07"
"375","9.127957091","-3.78907614140437E-08"
"376","9.170052","3.24752011341046E-06"
"377","9.190096424","3.75296794030654E-06"
"378","9.210139576","2.61571032979037E-06"
"379","9.230182727","3.5002440268585E-06"
"380","9.250225909","9.73004892378112E-07"
"381","9.292318","3.87932989703056E-06"
"382","9.312360818","3.37388207013448E-06"
"383","9.332403969","3.12115815668644E-06"
"384","9.352447121","1.85753858944625E-06"
"385","9.372490273","1.98390054617027E-06"
"386","9.414584","1.71222231594104E-06"
"387","9.434628303","4.11309948073168E-06"
"388","9.454671454","2.47039405219071E-06"
"389","9.474714727","7.01326667608131E-07"
"390","9.494758","-3.09568980724772E-07"
"391","9.536853","2.3440320961491E-06"
"392","9.556896727","1.20677449177458E-06"
"393","9.576939879","1.08041253573297E-06"
"394","9.59698303","1.83858427198265E-06"
"395","9.617026182","2.72311796427394E-06"
"396","9.659119","1.20677449177458E-06"
"397","9.679163242","2.47039405219071E-06"
"398","9.699206394","5.74964711566518E-07"
"399","9.719249545","5.74964711566518E-07"
"400","9.739292697","9.54050579691357E-07"
"401","9.781388","3.354927744482E-06"
"402","9.801432545","3.354927744482E-06"
"403","9.821475697","-8.15016804891224E-07"
"404","9.841518848","5.74964711566518E-07"
"405","9.861562","2.09130818406587E-06"
"406","9.903654","3.354927744482E-06"
"407","9.923698454","3.48128970052362E-06"
"408","9.943741606","7.01326667608131E-07"
"409","9.963784879","3.22856578844039E-06"
"410","9.98382803","1.08041253573297E-06"
"411","10.02592","2.72311796427394E-06"
"412","10.045964454","2.09130818406587E-06"
"413","10.066007606","3.354927744482E-06"
"414","10.086050757","1.08041253573297E-06"
"415","10.106093909","3.354927744482E-06"
"416","10.148184","2.84947992031555E-06"
"417","10.168228576","7.01326667608131E-07"
"418","10.188271727","3.60765165656523E-06"
"419","10.208314879","1.20677449177458E-06"
"420","10.22835803","8.27688623649744E-07"
"421","10.270453","2.09130818406587E-06"
"422","10.290496969","7.01326667608131E-07"
"423","10.310541","1.58586035989942E-06"
"424","10.330584151","3.60765165656523E-06"
"425","10.350627303","3.60765165656523E-06"
"426","10.392723","5.37040062665919E-06"
"427","10.41276706","3.34860941188216E-06"
"428","10.432810273","2.08498990264652E-06"
"429","10.452853424","2.84316160818791E-06"
"430","10.472896697","-6.94973017671886E-07"
"431","10.514993","4.73859087204137E-06"
"432","10.535037545","2.84316160818791E-06"
"433","10.55508106","3.85405721557642E-06"
"434","10.575124242","5.68646491563755E-07"
"435","10.595167394","9.47732344334447E-07"
"436","10.637262","2.21135185357009E-06"
"437","10.657305636","3.09588551003504E-06"
"438","10.677348788","9.47732344334447E-07"
"439","10.697391939","2.46407575541722E-06"
"440","10.717435091","1.20045624618158E-06"
"441","10.759531","3.34860941188216E-06"
"442","10.77957506","3.60133331372929E-06"
"443","10.799618212","-4.42249115824757E-07"
"444","10.819661394","-6.94973017671886E-07"
"445","10.839704545","2.71679965726434E-06"
"446","10.881798","2.96952355911147E-06"
"447","10.901842424","1.95862795172296E-06"
"448","10.921885576","2.46407575541722E-06"
"449","10.941928727","5.74948647942988E-06"
"450","10.961971879","2.08498990264652E-06"
"451","11.004065","4.23314306834711E-06"
"452","11.024109333","3.85405721557642E-06"
"453","11.044152485","4.10678111742355E-06"
"454","11.064195636","5.49676257758275E-06"
"455","11.084238757","1.8322660007994E-06"
"456","11.126334","9.47732344334447E-07"
"457","11.146376485","5.24403867573563E-06"
"458","11.166419636","1.95862795172296E-06"
"459","11.186462788","2.46407575541722E-06"
"460","11.206505939","5.49676257758275E-06"
"461","11.248597","2.08498990264652E-06"
"462","11.268640969","3.72769526465286E-06"
"463","11.288684121","1.8322660007994E-06"
"464","11.308728242","2.46407575541722E-06"
"465","11.328771394","4.73859087204137E-06"
"466","11.370866","5.11783589216734E-07"
"467","11.390910121","2.533574787616E-06"
"468","11.410953273","2.15448893791614E-06"
"469","11.430996424","1.39631723851641E-06"
"470","11.451039576","-2.64726515828212E-06"
"471","11.493135","4.42900403611532E-06"
"472","11.513179879","1.26995528861646E-06"
"473","11.533223151","1.32697739516871E-07"
"474","11.553266394","-1.20026160283037E-07"
"475","11.573309545","1.39631723851641E-06"
"476","11.615403","3.29174648701573E-06"
"477","11.635447363","1.77540308821628E-06"
"478","11.655490515","2.2808508878161E-06"
"479","11.675533666","-6.25473959882855E-07"
"480","11.695576818","1.90176503811623E-06"
"481","11.737673","2.02812698801619E-06"
"482","11.757717121","-2.26817930858226E-06"
"483","11.777760273","1.90176503811623E-06"
"484","11.797803424","-3.72750060082946E-07"
"485","11.817846576","2.533574787616E-06"
"486","11.85994","2.78629868741591E-06"
"487","11.879983757","1.64904113831632E-06"
"488","11.900026939","2.65993673751596E-06"
"489","11.920070091","2.40721283771605E-06"
"490","11.940113363","3.79719428661555E-06"
"491","11.982207","3.54447038681564E-06"
"492","12.002251121","1.01723138881655E-06"
"493","12.022294424","-8.78197859682763E-07"
"494","12.042337576","-1.8890934588824E-06"
"495","12.062380727","6.33578961691724E-09"
"496","12.104471","2.78629868741591E-06"
"497","12.124515273","1.52267918841637E-06"
"498","12.144558424","2.65993673751596E-06"
"499","12.164601576","-4.991120099829E-07"
"500","12.184644727","-8.78197859682763E-07"
"501","12.226736","1.14359333871651E-06"
"502","12.246778485","3.16538453711578E-06"
"503","12.266821636","1.64904113831632E-06"
"504","12.286864788","2.02812698801619E-06"
"505","12.306908969","-2.46388110182992E-07"
"506","12.349002","2.84332055093038E-07"
"507","12.369044212","2.3061232352948E-06"
"508","12.389087363","1.54795154271914E-06"
"509","12.409130515","-7.26563535007844E-07"
"510","12.429173666","-3.47477688720013E-07"
"511","12.471269","-7.26563535007844E-07"
"512","12.491312","1.42158959395653E-06"
"513","12.511355273","-9.47537911947923E-08"
"514","12.531398545","2.43248518405741E-06"
"515","12.551442","2.93793297910785E-06"
"516","12.593535","3.06429492787047E-06"
"517","12.613579424","2.81157103034524E-06"
"518","12.633622576","2.05339933776958E-06"
"519","12.653665727","2.17976128653219E-06"
"520","12.673708879","-3.47477688720013E-07"
"521","12.715804","2.84332055093038E-07"
"522","12.735846424","3.56974272292091E-06"
"523","12.755889576","6.6341790138087E-07"
"524","12.775932727","1.57970106330428E-07"
"525","12.795975879","-1.10564938129567E-06"
"526","12.838068","7.8977985014348E-07"
"527","12.858110273","1.67431349148175E-06"
"528","12.878153424","2.81157103034524E-06"
"529","12.898196576","4.10694003855649E-07"
"530","12.918239727","1.67431349148175E-06"
"531","12.960333","1.29522764519392E-06"
"532","12.980376879","1.0425037476687E-06"
"533","13.00042003","4.7070002617844E-06"
"534","13.020463182","2.55884713282002E-06"
"535","13.040506333","-4.73839637482623E-07"
"536","13.082596","6.6341790138087E-07"
"537","13.102640121","1.16886569643131E-06"
"538","13.122683273","1.54795154271914E-06"
"539","13.142726424","1.92703738900697E-06"
"540","13.162769576","5.37055952618259E-07"
"541","13.204866","5.9706197494105E-06"
"542","13.224909697","2.81157103034524E-06"
"543","13.244952848","1.54795154271914E-06"
"544","13.264996","5.37055952618259E-07"
"545","13.285039151","3.16081575678181E-08"
"546","13.327134","6.19191270803417E-07"
"547","13.347177909","4.66277370035747E-06"
"548","13.36722106","-1.26184838144028E-08"
"549","13.387264212","2.64098248558044E-06"
"550","13.407307363","1.12463907449767E-06"
"551","13.449401","2.51462053465688E-06"
"552","13.469445273","2.64098248558044E-06"
"553","13.489488545","3.77824004389252E-06"
"554","13.509533348","4.41004979851034E-06"
"555","13.529577106","9.9827712357411E-07"
"556","13.571670924","1.12463907449767E-06"
"557","13.591713288","-1.38980434737967E-07"
"558","13.611756439","1.75644882911549E-06"
"559","13.631799591","9.9827712357411E-07"
"560","13.651842742","-6.44428238432223E-07"
"561","13.693938924","1.12463907449767E-06"
"562","13.713983015","-6.44428238432223E-07"
"563","13.734026167","1.75644882911549E-06"
"564","13.754069318","9.9827712357411E-07"
"565","13.77411247","3.27279224019826E-06"
"566","13.816205924","8.71915172650546E-07"
"567","13.836249682","2.26189663280975E-06"
"568","13.856292833","-1.02351409120292E-06"
"569","13.876336015","1.13743467109161E-07"
"570","13.896379167","2.40105418032725E-07"
"571","13.938471924","3.66467368956289E-07"
"572","13.958514318","-2.16077164951499E-06"
"573","13.97855747","1.3773629763448E-06"
"574","13.998600621","1.25100102542124E-06"
"575","14.018643773","1.13743467109161E-07"
"576","14.060733924","9.9827712357411E-07"
"577","14.080777833","5.53339160207067E-05"
"578","14.100818954","2.26189663280975E-06"
"579","14.120862106","4.15732589666321E-06"
"580","14.140905257","8.32727027714083E-06"
"581","14.183000924","7.44273662067588E-06"
"582","14.20304547","2.89370638742757E-06"
"583","14.223088621","5.04185955312816E-06"
"584","14.243131803","6.05275516051667E-06"
"585","14.263176985","5.80003125866955E-06"
"586","14.305272924","3.03902269605966E-06"
"587","14.325317348","4.17628026767866E-06"
"588","14.3453605","3.92355636287444E-06"
"589","14.365403651","1.39631731483221E-06"
"590","14.385446803","3.79719441047233E-06"
"591","14.427542924","3.16538464846177E-06"
"592","14.447587167","3.85421695615316E-07"
"593","14.467630318","1.77540317203854E-06"
"594","14.487673591","6.38145600419538E-07"
"595","14.507716863","6.07170955371033E-06"
"596","14.549810924","4.30264222008077E-06"
"597","14.569855379","4.42900417248288E-06"
"598","14.58989853","3.29174660086388E-06"
"599","14.609941682","4.30264222008077E-06"
"600","14.629984833","4.68172807728711E-06"
"601","14.672079924","2.53357488645121E-06"
"602","14.692124409","2.4072129340491E-06"
"603","14.71216756","3.03902269605966E-06"
"604","14.732210712","2.78629879125543E-06"
"605","14.752253863","1.52267926723432E-06"
"606","14.794345924","6.829881268123E-06"
"607","14.814389863","6.07170955371033E-06"
"608","14.834433045","2.02812707684276E-06"
"609","14.854476197","1.77540317203854E-06"
"610","14.874519348","1.14359341002798E-06"
"611","14.916611924","5.94534760130822E-06"
"612","14.936655773","3.92355636287444E-06"
"613","14.956698924","3.67083245807021E-06"
"614","14.976742076","4.04991831527655E-06"
"615","14.996785227","4.80809002968922E-06"
"616","15.038875924","2.78629879125543E-06"
"617","15.058919954","3.41810855326599E-06"
"618","15.078963106","3.5444705056681E-06"
"619","15.099006257","1.90176512444065E-06"
"620","15.119049409","2.15448902924488E-06"
"621","15.161144924","1.1378911554599E-05"
"622","15.181190863","9.23075836376312E-06"
"623","15.201236045","5.31353783929766E-06"
"624","15.221279227","4.04991831527655E-06"
"625","15.241322379","2.15448902924488E-06"
"626","15.283417924","4.06255464474359E-06"
"627","15.303462742","6.96887961015766E-06"
"628","15.323507924","5.19981223990562E-06"
"629","15.343551076","4.69436441983361E-06"
"630","15.363594257","6.50781859257509E-07"
"631","15.405689924","3.30438291463557E-06"
"632","15.425733591","4.06255464474359E-06"
"633","15.445776742","1.91440140943754E-06"
"634","15.465819894","6.21070788004965E-06"
"635","15.485865197","4.56800246481561E-06"
"636","15.527958924","4.1889165997616E-06"
"637","15.548002167","5.70526005997763E-06"
"638","15.568047045","3.68346877968958E-06"
"639","15.588090197","4.94708832986961E-06"
"640","15.608133348","1.91440140943754E-06"
"641","15.650228924","3.05165900459957E-06"
"642","15.670272651","4.82072637485161E-06"
"643","15.690315803","4.3152785547796E-06"
"644","15.710358954","1.53531554438353E-06"
